"train/episode","sac - train/success_rate","sac - train/success_rate__MIN","sac - train/success_rate__MAX","sac - _step","sac - _step__MIN","sac - _step__MAX"
"867","0","0","0","867","867","867"
"868","0","0","0","868","868","868"
"869","0","0","0","869","869","869"
"870","0","0","0","870","870","870"
"871","0","0","0","871","871","871"
"872","0","0","0","872","872","872"
"873","0","0","0","873","873","873"
"874","0","0","0","874","874","874"
"875","0","0","0","875","875","875"
"876","0","0","0","876","876","876"
"877","0","0","0","877","877","877"
"878","0","0","0","878","878","878"
"879","0","0","0","879","879","879"
"880","0","0","0","880","880","880"
"881","0","0","0","881","881","881"
"882","0","0","0","882","882","882"
"883","0","0","0","883","883","883"
"884","0","0","0","884","884","884"
"885","0","0","0","885","885","885"
"886","0","0","0","886","886","886"
"887","0","0","0","887","887","887"
"888","0","0","0","888","888","888"
"889","0","0","0","889","889","889"
"890","0","0","0","890","890","890"
"891","0","0","0","891","891","891"
"892","0","0","0","892","892","892"
"893","0","0","0","893","893","893"
"894","0","0","0","894","894","894"
"895","0","0","0","895","895","895"
"896","0","0","0","896","896","896"
"897","0","0","0","897","897","897"
"898","0","0","0","898","898","898"
"899","0","0","0","899","899","899"
"900","0","0","0","900","900","900"
"901","0","0","0","901","901","901"
"902","0","0","0","902","902","902"
"903","0","0","0","903","903","903"
"904","0","0","0","904","904","904"
"905","0","0","0","905","905","905"
"906","0","0","0","906","906","906"
"907","0","0","0","907","907","907"
"908","0","0","0","908","908","908"
"909","0","0","0","909","909","909"
"910","0","0","0","910","910","910"
"911","0","0","0","911","911","911"
"912","0","0","0","912","912","912"
"913","0","0","0","913","913","913"
"914","0","0","0","914","914","914"
"915","0","0","0","915","915","915"
"916","0","0","0","916","916","916"
"917","0","0","0","917","917","917"
"918","0","0","0","918","918","918"
"919","0","0","0","919","919","919"
"920","0","0","0","920","920","920"
"921","0","0","0","921","921","921"
"922","0","0","0","922","922","922"
"923","0","0","0","923","923","923"
"924","0","0","0","924","924","924"
"925","0","0","0","925","925","925"
"926","0","0","0","926","926","926"
"927","0","0","0","927","927","927"
"928","0","0","0","928","928","928"
"929","0","0","0","929","929","929"
"930","0","0","0","930","930","930"
"931","0","0","0","931","931","931"
"932","0","0","0","932","932","932"
"933","0","0","0","933","933","933"
"934","0","0","0","934","934","934"
"935","0","0","0","935","935","935"
"936","0","0","0","936","936","936"
"937","0","0","0","937","937","937"
"938","0","0","0","938","938","938"
"939","0","0","0","939","939","939"
"940","0","0","0","940","940","940"
"941","0","0","0","941","941","941"
"942","0","0","0","942","942","942"
"943","0","0","0","943","943","943"
"944","0","0","0","944","944","944"
"945","0","0","0","945","945","945"
"946","0","0","0","946","946","946"
"947","0","0","0","947","947","947"
"948","0","0","0","948","948","948"
"949","0","0","0","949","949","949"
"950","0","0","0","950","950","950"
"951","0","0","0","951","951","951"
"952","0","0","0","952","952","952"
"953","0","0","0","953","953","953"
"954","0","0","0","954","954","954"
"955","0","0","0","955","955","955"
"956","0","0","0","956","956","956"
"957","0","0","0","957","957","957"
"958","0","0","0","958","958","958"
"959","0","0","0","959","959","959"
"960","0","0","0","960","960","960"
"961","0","0","0","961","961","961"
"962","0","0","0","962","962","962"
"963","0","0","0","963","963","963"
"964","0","0","0","964","964","964"
"965","0","0","0","965","965","965"
"966","0","0","0","966","966","966"
"967","0","0","0","967","967","967"
"968","0","0","0","968","968","968"
"969","0","0","0","969","969","969"
"970","0","0","0","970","970","970"
"971","0","0","0","971","971","971"
"972","0","0","0","972","972","972"
"973","0","0","0","973","973","973"
"974","0","0","0","974","974","974"
"975","0","0","0","975","975","975"
"976","0","0","0","976","976","976"
"977","0","0","0","977","977","977"
"978","0","0","0","978","978","978"
"979","0","0","0","979","979","979"
"980","0","0","0","980","980","980"
"981","0","0","0","981","981","981"
"982","0","0","0","982","982","982"
"983","0","0","0","983","983","983"
"984","0","0","0","984","984","984"
"985","0","0","0","985","985","985"
"986","0","0","0","986","986","986"
"987","0","0","0","987","987","987"
"988","0","0","0","988","988","988"
"989","0","0","0","989","989","989"
"990","0","0","0","990","990","990"
"991","0","0","0","991","991","991"
"992","0","0","0","992","992","992"
"993","0","0","0","993","993","993"
"994","0","0","0","994","994","994"
"995","0","0","0","995","995","995"
"996","0","0","0","996","996","996"
"997","0","0","0","997","997","997"
"998","0","0","0","998","998","998"
"999","0","0","0","999","999","999"
"1000","0","0","0","1000","1000","1000"
"1001","0","0","0","1001","1001","1001"
"1002","0","0","0","1002","1002","1002"
"1003","0","0","0","1003","1003","1003"
"1004","0","0","0","1004","1004","1004"
"1005","0","0","0","1005","1005","1005"
"1006","0","0","0","1006","1006","1006"
"1007","0","0","0","1007","1007","1007"
"1008","0","0","0","1008","1008","1008"
"1009","0","0","0","1009","1009","1009"
"1010","0","0","0","1010","1010","1010"
"1011","0","0","0","1011","1011","1011"
"1012","0","0","0","1012","1012","1012"
"1013","0","0","0","1013","1013","1013"
"1014","0","0","0","1014","1014","1014"
"1015","0","0","0","1015","1015","1015"
"1016","0","0","0","1016","1016","1016"
"1017","0","0","0","1017","1017","1017"
"1018","0","0","0","1018","1018","1018"
"1019","0","0","0","1019","1019","1019"
"1020","0","0","0","1020","1020","1020"
"1021","0","0","0","1021","1021","1021"
"1022","0","0","0","1022","1022","1022"
"1023","0","0","0","1023","1023","1023"
"1024","0","0","0","1024","1024","1024"
"1025","0","0","0","1025","1025","1025"
"1026","0","0","0","1026","1026","1026"
"1027","0","0","0","1027","1027","1027"
"1028","0","0","0","1028","1028","1028"
"1029","0","0","0","1029","1029","1029"
"1030","0","0","0","1030","1030","1030"
"1031","0","0","0","1031","1031","1031"
"1032","0","0","0","1032","1032","1032"
"1033","0","0","0","1033","1033","1033"
"1034","0","0","0","1034","1034","1034"
"1035","0","0","0","1035","1035","1035"
"1036","0","0","0","1036","1036","1036"
"1037","0","0","0","1037","1037","1037"
"1038","0","0","0","1038","1038","1038"
"1039","0","0","0","1039","1039","1039"
"1040","0","0","0","1040","1040","1040"
"1041","0","0","0","1041","1041","1041"
"1042","0","0","0","1042","1042","1042"
"1043","0","0","0","1043","1043","1043"
"1044","0","0","0","1044","1044","1044"
"1045","0","0","0","1045","1045","1045"
"1046","0","0","0","1046","1046","1046"
"1047","0","0","0","1047","1047","1047"
"1048","0","0","0","1048","1048","1048"
"1049","0","0","0","1049","1049","1049"
"1050","0","0","0","1050","1050","1050"
"1051","0","0","0","1051","1051","1051"
"1052","0","0","0","1052","1052","1052"
"1053","0","0","0","1053","1053","1053"
"1054","0","0","0","1054","1054","1054"
"1055","0","0","0","1055","1055","1055"
"1056","0","0","0","1056","1056","1056"
"1057","0","0","0","1057","1057","1057"
"1058","0","0","0","1058","1058","1058"
"1059","0","0","0","1059","1059","1059"
"1060","0","0","0","1060","1060","1060"
"1061","0","0","0","1061","1061","1061"
"1062","0","0","0","1062","1062","1062"
"1063","0","0","0","1063","1063","1063"
"1064","0","0","0","1064","1064","1064"
"1065","0","0","0","1065","1065","1065"
"1066","0","0","0","1066","1066","1066"
"1067","0","0","0","1067","1067","1067"
"1068","0","0","0","1068","1068","1068"
"1069","0","0","0","1069","1069","1069"
"1070","0","0","0","1070","1070","1070"
"1071","0","0","0","1071","1071","1071"
"1072","0","0","0","1072","1072","1072"
"1073","0","0","0","1073","1073","1073"
"1074","0","0","0","1074","1074","1074"
"1075","0","0","0","1075","1075","1075"
"1076","0","0","0","1076","1076","1076"
"1077","0","0","0","1077","1077","1077"
"1078","0","0","0","1078","1078","1078"
"1079","0","0","0","1079","1079","1079"
"1080","0","0","0","1080","1080","1080"
"1081","0","0","0","1081","1081","1081"
"1082","0","0","0","1082","1082","1082"
"1083","0","0","0","1083","1083","1083"
"1084","0","0","0","1084","1084","1084"
"1085","0","0","0","1085","1085","1085"
"1086","0","0","0","1086","1086","1086"
"1087","0","0","0","1087","1087","1087"
"1088","0","0","0","1088","1088","1088"
"1089","0","0","0","1089","1089","1089"
"1090","0","0","0","1090","1090","1090"
"1091","0","0","0","1091","1091","1091"
"1092","0","0","0","1092","1092","1092"
"1093","0","0","0","1093","1093","1093"
"1094","0","0","0","1094","1094","1094"
"1095","0","0","0","1095","1095","1095"
"1096","0","0","0","1096","1096","1096"
"1097","0","0","0","1097","1097","1097"
"1098","0","0","0","1098","1098","1098"
"1099","0","0","0","1099","1099","1099"
"1100","0","0","0","1100","1100","1100"
"1101","0","0","0","1101","1101","1101"
"1102","0","0","0","1102","1102","1102"
"1103","0","0","0","1103","1103","1103"
"1104","0","0","0","1104","1104","1104"
"1105","0","0","0","1105","1105","1105"
"1106","0","0","0","1106","1106","1106"
"1107","0","0","0","1107","1107","1107"
"1108","0","0","0","1108","1108","1108"
"1109","0","0","0","1109","1109","1109"
"1110","0","0","0","1110","1110","1110"
"1111","0","0","0","1111","1111","1111"
"1112","0","0","0","1112","1112","1112"
"1113","0","0","0","1113","1113","1113"
"1114","0","0","0","1114","1114","1114"
"1115","0","0","0","1115","1115","1115"
"1116","0","0","0","1116","1116","1116"
"1117","0","0","0","1117","1117","1117"
"1118","0","0","0","1118","1118","1118"
"1119","0","0","0","1119","1119","1119"
"1120","0","0","0","1120","1120","1120"
"1121","0","0","0","1121","1121","1121"
"1122","0","0","0","1122","1122","1122"
"1123","0","0","0","1123","1123","1123"
"1124","0","0","0","1124","1124","1124"
"1125","0","0","0","1125","1125","1125"
"1126","0","0","0","1126","1126","1126"
"1127","0","0","0","1127","1127","1127"
"1128","0","0","0","1128","1128","1128"
"1129","0","0","0","1129","1129","1129"
"1130","0","0","0","1130","1130","1130"
"1131","0","0","0","1131","1131","1131"
"1132","0","0","0","1132","1132","1132"
"1133","0","0","0","1133","1133","1133"
"1134","0","0","0","1134","1134","1134"
"1135","0","0","0","1135","1135","1135"
"1136","0","0","0","1136","1136","1136"
"1137","0","0","0","1137","1137","1137"
"1138","0","0","0","1138","1138","1138"
"1139","0","0","0","1139","1139","1139"
"1140","0","0","0","1140","1140","1140"
"1141","0","0","0","1141","1141","1141"
"1142","0","0","0","1142","1142","1142"
"1143","0","0","0","1143","1143","1143"
"1144","0","0","0","1144","1144","1144"
"1145","0","0","0","1145","1145","1145"
"1146","0","0","0","1146","1146","1146"
"1147","0","0","0","1147","1147","1147"
"1148","0","0","0","1148","1148","1148"
"1149","0","0","0","1149","1149","1149"
"1150","0","0","0","1150","1150","1150"
"1151","0","0","0","1151","1151","1151"
"1152","0","0","0","1152","1152","1152"
"1153","0","0","0","1153","1153","1153"
"1154","0","0","0","1154","1154","1154"
"1155","0","0","0","1155","1155","1155"
"1156","0","0","0","1156","1156","1156"
"1157","0","0","0","1157","1157","1157"
"1158","0","0","0","1158","1158","1158"
"1159","0","0","0","1159","1159","1159"
"1160","0","0","0","1160","1160","1160"
"1161","0","0","0","1161","1161","1161"
"1162","0","0","0","1162","1162","1162"
"1163","0","0","0","1163","1163","1163"
"1164","0","0","0","1164","1164","1164"
"1165","0","0","0","1165","1165","1165"
"1166","0","0","0","1166","1166","1166"
"1167","0","0","0","1167","1167","1167"
"1168","0","0","0","1168","1168","1168"
"1169","0","0","0","1169","1169","1169"
"1170","0","0","0","1170","1170","1170"
"1171","0","0","0","1171","1171","1171"
"1172","0","0","0","1172","1172","1172"
"1173","0","0","0","1173","1173","1173"
"1174","0","0","0","1174","1174","1174"
"1175","0","0","0","1175","1175","1175"
"1176","0","0","0","1176","1176","1176"
"1177","0","0","0","1177","1177","1177"
"1178","0","0","0","1178","1178","1178"
"1179","0","0","0","1179","1179","1179"
"1180","0","0","0","1180","1180","1180"
"1181","0","0","0","1181","1181","1181"
"1182","0","0","0","1182","1182","1182"
"1183","0","0","0","1183","1183","1183"
"1184","0","0","0","1184","1184","1184"
"1185","0","0","0","1185","1185","1185"
"1186","0","0","0","1186","1186","1186"
"1187","0","0","0","1187","1187","1187"
"1188","0","0","0","1188","1188","1188"
"1189","0","0","0","1189","1189","1189"
"1190","0","0","0","1190","1190","1190"
"1191","0","0","0","1191","1191","1191"
"1192","0","0","0","1192","1192","1192"
"1193","0","0","0","1193","1193","1193"
"1194","0","0","0","1194","1194","1194"
"1195","0","0","0","1195","1195","1195"
"1196","0","0","0","1196","1196","1196"
"1197","0","0","0","1197","1197","1197"
"1198","0","0","0","1198","1198","1198"
"1199","0","0","0","1199","1199","1199"
"1200","0","0","0","1200","1200","1200"
"1201","0","0","0","1201","1201","1201"
"1202","0","0","0","1202","1202","1202"
"1203","0","0","0","1203","1203","1203"
"1204","0","0","0","1204","1204","1204"
"1205","0","0","0","1205","1205","1205"
"1206","0","0","0","1206","1206","1206"
"1207","0","0","0","1207","1207","1207"
"1208","0","0","0","1208","1208","1208"
"1209","0","0","0","1209","1209","1209"
"1210","0","0","0","1210","1210","1210"
"1211","0","0","0","1211","1211","1211"
"1212","0","0","0","1212","1212","1212"
"1213","0","0","0","1213","1213","1213"
"1214","0","0","0","1214","1214","1214"
"1215","0","0","0","1215","1215","1215"
"1216","0","0","0","1216","1216","1216"
"1217","0","0","0","1217","1217","1217"
"1218","0","0","0","1218","1218","1218"
"1219","0","0","0","1219","1219","1219"
"1220","0","0","0","1220","1220","1220"
"1221","0","0","0","1221","1221","1221"
"1222","0","0","0","1222","1222","1222"
"1223","0","0","0","1223","1223","1223"
"1224","0","0","0","1224","1224","1224"
"1225","0","0","0","1225","1225","1225"
"1226","0","0","0","1226","1226","1226"
"1227","0","0","0","1227","1227","1227"
"1228","0","0","0","1228","1228","1228"
"1229","0","0","0","1229","1229","1229"
"1230","0","0","0","1230","1230","1230"
"1231","0","0","0","1231","1231","1231"
"1232","0","0","0","1232","1232","1232"
"1233","0","0","0","1233","1233","1233"
"1234","0","0","0","1234","1234","1234"
"1235","0","0","0","1235","1235","1235"
"1236","0","0","0","1236","1236","1236"
"1237","0","0","0","1237","1237","1237"
"1238","0","0","0","1238","1238","1238"
"1239","0","0","0","1239","1239","1239"
"1240","0","0","0","1240","1240","1240"
"1241","0","0","0","1241","1241","1241"
"1242","0","0","0","1242","1242","1242"
"1243","0","0","0","1243","1243","1243"
"1244","0","0","0","1244","1244","1244"
"1245","0","0","0","1245","1245","1245"
"1246","0","0","0","1246","1246","1246"
"1247","0","0","0","1247","1247","1247"
"1248","0","0","0","1248","1248","1248"
"1249","0","0","0","1249","1249","1249"
"1250","0","0","0","1250","1250","1250"
"1251","0","0","0","1251","1251","1251"
"1252","0","0","0","1252","1252","1252"
"1253","0","0","0","1253","1253","1253"
"1254","0","0","0","1254","1254","1254"
"1255","0","0","0","1255","1255","1255"
"1256","0","0","0","1256","1256","1256"
"1257","0","0","0","1257","1257","1257"
"1258","0","0","0","1258","1258","1258"
"1259","0","0","0","1259","1259","1259"
"1260","0","0","0","1260","1260","1260"
"1261","0","0","0","1261","1261","1261"
"1262","0","0","0","1262","1262","1262"
"1263","0","0","0","1263","1263","1263"
"1264","0","0","0","1264","1264","1264"
"1265","0","0","0","1265","1265","1265"
"1266","0","0","0","1266","1266","1266"
"1267","0","0","0","1267","1267","1267"
"1268","0","0","0","1268","1268","1268"
"1269","0","0","0","1269","1269","1269"
"1270","0","0","0","1270","1270","1270"
"1271","0","0","0","1271","1271","1271"
"1272","0","0","0","1272","1272","1272"
"1273","0","0","0","1273","1273","1273"
"1274","0","0","0","1274","1274","1274"
"1275","0","0","0","1275","1275","1275"
"1276","0","0","0","1276","1276","1276"
"1277","0","0","0","1277","1277","1277"
"1278","0","0","0","1278","1278","1278"
"1279","0","0","0","1279","1279","1279"
"1280","0","0","0","1280","1280","1280"
"1281","0","0","0","1281","1281","1281"
"1282","0","0","0","1282","1282","1282"
"1283","0","0","0","1283","1283","1283"
"1284","0","0","0","1284","1284","1284"
"1285","0","0","0","1285","1285","1285"
"1286","0","0","0","1286","1286","1286"
"1287","0","0","0","1287","1287","1287"
"1288","0","0","0","1288","1288","1288"
"1289","0","0","0","1289","1289","1289"
"1290","0","0","0","1290","1290","1290"
"1291","0","0","0","1291","1291","1291"
"1292","0","0","0","1292","1292","1292"
"1293","0","0","0","1293","1293","1293"
"1294","0","0","0","1294","1294","1294"
"1295","0","0","0","1295","1295","1295"
"1296","0","0","0","1296","1296","1296"
"1297","0","0","0","1297","1297","1297"
"1298","0","0","0","1298","1298","1298"
"1299","0","0","0","1299","1299","1299"
"1300","0","0","0","1300","1300","1300"
"1301","0","0","0","1301","1301","1301"
"1302","0","0","0","1302","1302","1302"
"1303","0","0","0","1303","1303","1303"
"1304","0","0","0","1304","1304","1304"
"1305","0","0","0","1305","1305","1305"
"1306","0","0","0","1306","1306","1306"
"1307","0","0","0","1307","1307","1307"
"1308","0","0","0","1308","1308","1308"
"1309","0","0","0","1309","1309","1309"
"1310","0","0","0","1310","1310","1310"
"1311","0","0","0","1311","1311","1311"
"1312","0","0","0","1312","1312","1312"
"1313","0","0","0","1313","1313","1313"
"1314","0","0","0","1314","1314","1314"
"1315","0","0","0","1315","1315","1315"
"1316","0","0","0","1316","1316","1316"
"1317","0","0","0","1317","1317","1317"
"1318","0","0","0","1318","1318","1318"
"1319","0","0","0","1319","1319","1319"
"1320","0","0","0","1320","1320","1320"
"1321","0","0","0","1321","1321","1321"
"1322","0","0","0","1322","1322","1322"
"1323","0","0","0","1323","1323","1323"
"1324","0","0","0","1324","1324","1324"
"1325","0","0","0","1325","1325","1325"
"1326","0","0","0","1326","1326","1326"
"1327","0","0","0","1327","1327","1327"
"1328","0","0","0","1328","1328","1328"
"1329","0","0","0","1329","1329","1329"
"1330","0","0","0","1330","1330","1330"
"1331","0","0","0","1331","1331","1331"
"1332","0","0","0","1332","1332","1332"
"1333","0","0","0","1333","1333","1333"
"1334","0","0","0","1334","1334","1334"
"1335","0","0","0","1335","1335","1335"
"1336","0","0","0","1336","1336","1336"
"1337","0","0","0","1337","1337","1337"
"1338","0","0","0","1338","1338","1338"
"1339","0","0","0","1339","1339","1339"
"1340","0","0","0","1340","1340","1340"
"1341","0","0","0","1341","1341","1341"
"1342","0","0","0","1342","1342","1342"
"1343","0","0","0","1343","1343","1343"
"1344","0","0","0","1344","1344","1344"
"1345","0","0","0","1345","1345","1345"
"1346","0","0","0","1346","1346","1346"
"1347","0","0","0","1347","1347","1347"
"1348","0","0","0","1348","1348","1348"
"1349","0","0","0","1349","1349","1349"
"1350","0","0","0","1350","1350","1350"
"1351","0","0","0","1351","1351","1351"
"1352","0","0","0","1352","1352","1352"
"1353","0","0","0","1353","1353","1353"
"1354","0","0","0","1354","1354","1354"
"1355","0","0","0","1355","1355","1355"
"1356","0","0","0","1356","1356","1356"
"1357","0","0","0","1357","1357","1357"
"1358","0","0","0","1358","1358","1358"
"1359","0","0","0","1359","1359","1359"
"1360","0","0","0","1360","1360","1360"
"1361","0","0","0","1361","1361","1361"
"1362","0","0","0","1362","1362","1362"
"1363","0","0","0","1363","1363","1363"
"1364","0","0","0","1364","1364","1364"
"1365","0","0","0","1365","1365","1365"
"1366","0","0","0","1366","1366","1366"
"1367","0","0","0","1367","1367","1367"
"1368","0","0","0","1368","1368","1368"
"1369","0","0","0","1369","1369","1369"
"1370","0","0","0","1370","1370","1370"
"1371","0","0","0","1371","1371","1371"
"1372","0","0","0","1372","1372","1372"
"1373","0","0","0","1373","1373","1373"
"1374","0","0","0","1374","1374","1374"
"1375","0","0","0","1375","1375","1375"
"1376","0","0","0","1376","1376","1376"
"1377","0","0","0","1377","1377","1377"
"1378","0","0","0","1378","1378","1378"
"1379","0","0","0","1379","1379","1379"
"1380","0","0","0","1380","1380","1380"
"1381","0","0","0","1381","1381","1381"
"1382","0","0","0","1382","1382","1382"
"1383","0","0","0","1383","1383","1383"
"1384","0","0","0","1384","1384","1384"
"1385","0","0","0","1385","1385","1385"
"1386","0","0","0","1386","1386","1386"
"1387","0","0","0","1387","1387","1387"
"1388","0","0","0","1388","1388","1388"
"1389","0","0","0","1389","1389","1389"
"1390","0","0","0","1390","1390","1390"
"1391","0","0","0","1391","1391","1391"
"1392","0","0","0","1392","1392","1392"
"1393","0","0","0","1393","1393","1393"
"1394","0","0","0","1394","1394","1394"
"1395","0","0","0","1395","1395","1395"
"1396","0","0","0","1396","1396","1396"
"1397","0","0","0","1397","1397","1397"
"1398","0","0","0","1398","1398","1398"
"1399","0","0","0","1399","1399","1399"
"1400","0","0","0","1400","1400","1400"
"1401","0","0","0","1401","1401","1401"
"1402","0","0","0","1402","1402","1402"
"1403","0","0","0","1403","1403","1403"
"1404","0","0","0","1404","1404","1404"
"1405","0","0","0","1405","1405","1405"
"1406","0","0","0","1406","1406","1406"
"1407","0","0","0","1407","1407","1407"
"1408","0","0","0","1408","1408","1408"
"1409","0","0","0","1409","1409","1409"
"1410","0","0","0","1410","1410","1410"
"1411","0","0","0","1411","1411","1411"
"1412","0","0","0","1412","1412","1412"
"1413","0","0","0","1413","1413","1413"
"1414","0","0","0","1414","1414","1414"
"1415","0","0","0","1415","1415","1415"
"1416","0","0","0","1416","1416","1416"
"1417","0","0","0","1417","1417","1417"
"1418","0","0","0","1418","1418","1418"
"1419","0","0","0","1419","1419","1419"
"1420","0","0","0","1420","1420","1420"
"1421","0","0","0","1421","1421","1421"
"1422","0","0","0","1422","1422","1422"
"1423","0","0","0","1423","1423","1423"
"1424","0","0","0","1424","1424","1424"
"1425","0","0","0","1425","1425","1425"
"1426","0","0","0","1426","1426","1426"
"1427","0","0","0","1427","1427","1427"
"1428","0","0","0","1428","1428","1428"
"1429","0","0","0","1429","1429","1429"
"1430","0","0","0","1430","1430","1430"
"1431","0","0","0","1431","1431","1431"
"1432","0","0","0","1432","1432","1432"
"1433","0","0","0","1433","1433","1433"
"1434","0","0","0","1434","1434","1434"
"1435","0","0","0","1435","1435","1435"
"1436","0","0","0","1436","1436","1436"
"1437","0","0","0","1437","1437","1437"
"1438","0","0","0","1438","1438","1438"
"1439","0","0","0","1439","1439","1439"
"1440","0","0","0","1440","1440","1440"
"1441","0","0","0","1441","1441","1441"
"1442","0","0","0","1442","1442","1442"
"1443","0","0","0","1443","1443","1443"
"1444","0","0","0","1444","1444","1444"
"1445","0","0","0","1445","1445","1445"
"1446","0","0","0","1446","1446","1446"
"1447","0","0","0","1447","1447","1447"
"1448","0","0","0","1448","1448","1448"
"1449","0","0","0","1449","1449","1449"
"1450","0","0","0","1450","1450","1450"
"1451","0","0","0","1451","1451","1451"
"1452","0","0","0","1452","1452","1452"
"1453","0","0","0","1453","1453","1453"
"1454","0","0","0","1454","1454","1454"
"1455","0","0","0","1455","1455","1455"
"1456","0","0","0","1456","1456","1456"
"1457","0","0","0","1457","1457","1457"
"1458","0","0","0","1458","1458","1458"
"1459","0","0","0","1459","1459","1459"
"1460","0","0","0","1460","1460","1460"
"1461","0","0","0","1461","1461","1461"
"1462","0","0","0","1462","1462","1462"
"1463","0","0","0","1463","1463","1463"
"1464","0","0","0","1464","1464","1464"
"1465","0","0","0","1465","1465","1465"
"1466","0","0","0","1466","1466","1466"
"1467","0","0","0","1467","1467","1467"
"1468","0","0","0","1468","1468","1468"
"1469","0","0","0","1469","1469","1469"
"1470","0","0","0","1470","1470","1470"
"1471","0","0","0","1471","1471","1471"
"1472","0","0","0","1472","1472","1472"
"1473","0","0","0","1473","1473","1473"
"1474","0","0","0","1474","1474","1474"
"1475","0","0","0","1475","1475","1475"
"1476","0","0","0","1476","1476","1476"
"1477","0","0","0","1477","1477","1477"
"1478","0","0","0","1478","1478","1478"
"1479","0","0","0","1479","1479","1479"
"1480","0","0","0","1480","1480","1480"
"1481","0","0","0","1481","1481","1481"
"1482","0","0","0","1482","1482","1482"
"1483","0","0","0","1483","1483","1483"
"1484","0","0","0","1484","1484","1484"
"1485","0","0","0","1485","1485","1485"
"1486","0","0","0","1486","1486","1486"
"1487","0","0","0","1487","1487","1487"
"1488","0","0","0","1488","1488","1488"
"1489","0","0","0","1489","1489","1489"
"1490","0","0","0","1490","1490","1490"
"1491","0","0","0","1491","1491","1491"
"1492","0","0","0","1492","1492","1492"
"1493","0","0","0","1493","1493","1493"
"1494","0","0","0","1494","1494","1494"
"1495","0","0","0","1495","1495","1495"
"1496","0","0","0","1496","1496","1496"
"1497","0","0","0","1497","1497","1497"
"1498","0","0","0","1498","1498","1498"
"1499","0","0","0","1499","1499","1499"
"1500","0","0","0","1500","1500","1500"
"1501","0","0","0","1501","1501","1501"
"1502","0","0","0","1502","1502","1502"
"1503","0","0","0","1503","1503","1503"
"1504","0","0","0","1504","1504","1504"
"1505","0","0","0","1505","1505","1505"
"1506","0","0","0","1506","1506","1506"
"1507","0","0","0","1507","1507","1507"
"1508","0","0","0","1508","1508","1508"
"1509","0","0","0","1509","1509","1509"
"1510","0","0","0","1510","1510","1510"
"1511","0","0","0","1511","1511","1511"
"1512","0","0","0","1512","1512","1512"
"1513","0","0","0","1513","1513","1513"
"1514","0","0","0","1514","1514","1514"
"1515","0","0","0","1515","1515","1515"
"1516","0","0","0","1516","1516","1516"
"1517","0","0","0","1517","1517","1517"
"1518","0","0","0","1518","1518","1518"
"1519","0","0","0","1519","1519","1519"
"1520","0","0","0","1520","1520","1520"
"1521","0","0","0","1521","1521","1521"
"1522","0","0","0","1522","1522","1522"
"1523","0","0","0","1523","1523","1523"
"1524","0","0","0","1524","1524","1524"
"1525","0","0","0","1525","1525","1525"
"1526","0","0","0","1526","1526","1526"
"1527","0","0","0","1527","1527","1527"
"1528","0","0","0","1528","1528","1528"
"1529","0","0","0","1529","1529","1529"
"1530","0","0","0","1530","1530","1530"
"1531","0","0","0","1531","1531","1531"
"1532","0","0","0","1532","1532","1532"
"1533","0","0","0","1533","1533","1533"
"1534","0","0","0","1534","1534","1534"
"1535","0","0","0","1535","1535","1535"
"1536","0","0","0","1536","1536","1536"
"1537","0","0","0","1537","1537","1537"
"1538","0","0","0","1538","1538","1538"
"1539","0","0","0","1539","1539","1539"
"1540","0","0","0","1540","1540","1540"
"1541","0","0","0","1541","1541","1541"
"1542","0","0","0","1542","1542","1542"
"1543","0","0","0","1543","1543","1543"
"1544","0","0","0","1544","1544","1544"
"1545","0","0","0","1545","1545","1545"
"1546","0","0","0","1546","1546","1546"
"1547","0","0","0","1547","1547","1547"
"1548","0","0","0","1548","1548","1548"
"1549","0","0","0","1549","1549","1549"
"1550","0","0","0","1550","1550","1550"
"1551","0","0","0","1551","1551","1551"
"1552","0","0","0","1552","1552","1552"
"1553","0","0","0","1553","1553","1553"
"1554","0","0","0","1554","1554","1554"
"1555","0.01","0.01","0.01","1555","1555","1555"
"1556","0.01","0.01","0.01","1556","1556","1556"
"1557","0.01","0.01","0.01","1557","1557","1557"
"1558","0.01","0.01","0.01","1558","1558","1558"
"1559","0.01","0.01","0.01","1559","1559","1559"
"1560","0.01","0.01","0.01","1560","1560","1560"
"1561","0.01","0.01","0.01","1561","1561","1561"
"1562","0.01","0.01","0.01","1562","1562","1562"
"1563","0.01","0.01","0.01","1563","1563","1563"
"1564","0.01","0.01","0.01","1564","1564","1564"
"1565","0.01","0.01","0.01","1565","1565","1565"
"1566","0.01","0.01","0.01","1566","1566","1566"
"1567","0.01","0.01","0.01","1567","1567","1567"
"1568","0.01","0.01","0.01","1568","1568","1568"
"1569","0.01","0.01","0.01","1569","1569","1569"
"1570","0.01","0.01","0.01","1570","1570","1570"
"1571","0.01","0.01","0.01","1571","1571","1571"
"1572","0.01","0.01","0.01","1572","1572","1572"
"1573","0.01","0.01","0.01","1573","1573","1573"
"1574","0.01","0.01","0.01","1574","1574","1574"
"1575","0.01","0.01","0.01","1575","1575","1575"
"1576","0.01","0.01","0.01","1576","1576","1576"
"1577","0.01","0.01","0.01","1577","1577","1577"
"1578","0.01","0.01","0.01","1578","1578","1578"
"1579","0.01","0.01","0.01","1579","1579","1579"
"1580","0.01","0.01","0.01","1580","1580","1580"
